,name,id,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
44,bossdorf-bahnmeister-dood,ger000199,Boßdorf,0,Bahnmeister Dood,En nedderdüütsch Drama in fief Akten,,1919,4,False,1.0,1.0,1.0,several characters,3.0,1,1919,1919.0,3,4,2,2,0,,1,,5,0,5,19757,19322,3189,747,0
45,bossdorf-de-rode-uennerrock,ger000419,Boßdorf,0,De rode Ünnerrock,Nedderdüütsche Volkskomeedi in fief Akten,Comedy,1921,5,False,1.0,1.0,1.0,several characters,4.0,1,1921,1921.0,4,5,1,4,0,,1,,5,0,5,20281,19966,3869,1114,0
47,brandes-ariadne-auf-naxos,ger000048,Brandes,0,Ariadne auf Naxos,Ein Duodrama mit Musick,,1775,3,True,0.0,0.6666666666666666,1.3333333333333333,ariadne,1.3333333333333333,2,1775,,2,3,2,1,0,,1,,2,4,0,2472,1930,305,0,184
48,brandes-ino,ger000177,Brandes,0,Ino,Ein Melodrama,,1779,9,True,0.6555555555555556,0.3888888888888889,1.9444444444444444,chor,3.111111111111111,4,1779,1779.0,6,9,3,1,5,,1,1777,11,0,0,2468,2096,311,185,52
58,bueschel-die-neue-messaline,ger000483,Büschel,0,Die neue Messaline,Trauerspiel in einem Akt,,1788,11,False,0.6636363636363636,0.2909090909090909,2.022222222222222,messaline|bella,2.909090909090909,4,,1788.0,5,11,2,9,0,,2,,14,0,0,4252,4121,93,85,0
60,busoni-doktor-faust,ger000542,Busoni,0,Doktor Faust,,,1920,40,True,0.928480427822533,0.4269230769230769,1.573076923076923,mephistopheles|faust,16.65,2,1925,1920.0,39,40,2,31,7,,1,,6,0,0,7031,6113,1560,252,427
61,busoni-turandot,ger000145,Busoni,0,Turandot,Eine chinesische Fabel nach Gozzi in zwei Akten,,1917,16,True,0.9259615384615384,0.6333333333333333,1.3916666666666666,kalaf,9.5,3,1917,1920.0,14,16,6,9,1,,1,,4,6,2,4506,4221,710,176,352
63,chezy-euryanthe,ger000433,Chézy,0,Euryanthe,Romantische Oper in drei Aufzügen,,1823,12,True,0.8410052910052911,0.6818181818181818,1.318181818181818,adolar|chor|lysiart,7.5,2,1823,,10,12,4,6,2,,1,,25,18,3,8939,7778,2683,0,1046
65,cornelius-der-barbier-von-bagdad,ger000318,Cornelius,0,Der Barbier von Bagdad,Komische Oper in zwei Aufzügen,,1858,18,True,0.8390319556986223,0.4836601307189542,1.5163398692810457,kadi,8.222222222222221,2,1858,,15,18,3,12,3,,1,,20,11,2,7362,7001,1955,0,978
70,delpons-der-ahnherr,ger000489,d'Elpons,0,Der Ahnherr,Schwank in Einem Aufzuge,Comedy,1819,4,False,1.0,1.0,1.0,several characters,3.0,1,,1819.0,3,4,0,4,0,,1,,10,0,0,3163,3024,237,177,0
