,name,id,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
13,auenbrugger-der-rauchfangkehrer,ger000193,Auenbrugger,0,Der Rauchfangkehrer oder Die unentbehrlichen Verräther ihrer Herrschaften aus Eigennutz,Ein musikalisches Lustspiel in drey Aufzügen,Comedy,1781,20,False,0.8268016297428062,0.4526315789473684,1.5947368421052632,herr_von_baer,8.6,3,1781,,18,20,6,10,4,,1,,50,4,3,15982,14885,3191,652,430
14,avenarius-faust,ger000278,Avenarius,0,Faust,Ein Spiel,,1919,95,False,0.9516021045030358,0.148488241881299,1.81531393568147,faust,13.957894736842103,3,,1919.0,77,95,6,79,10,,2,,12,1,5,26474,25654,3543,94,3008
16,ayrenhoff-virginia,ger000282,Ayrenhoff,0,Virginia oder Das abgeschaffte Decemvirat,Trauerspiel in vier Aufzügen,Tragedy,1790,21,False,0.8257055502853823,0.4809523809523809,1.5380952380952382,ruffus|quintus,9.61904761904762,3,,1790.0,18,21,3,9,9,,1,,29,0,4,16583,15031,908,0,2247
19,ball-die-nase-des-michelangelo,ger000075,Ball,0,Die Nase des Michelangelo,Tragikomödie,Tragicomedy,1911,11,False,0.8632034632034632,0.6181818181818182,1.3818181818181818,michelangelo|torrigiano,6.181818181818182,2,,1911.0,10,11,0,9,2,,1,1908,4,0,0,10466,10408,519,0,1374
24,beer-der-paria,ger000455,Beer,0,Der Paria,Trauerspiel in einem Aufzuge,Tragedy,1823,10,False,0.6157142857142857,0.4444444444444444,1.6222222222222222,benascar,4.0,3,1823,1826.0,8,10,1,6,3,,1,,13,0,0,6693,6459,674,0,892
25,beer-struensee,ger000090,Beer,0,Struensee,Trauerspiel in fünf Aufzügen,Tragedy,1828,57,False,0.8183610716648031,0.1228070175438596,2.6467065868263475,ranzau,6.87719298245614,5,1828,1829.0,19,57,6,48,3,,2,1827,65,0,5,32519,31057,2763,136,3779
32,bernard-faust,ger000242,Bernard,0,Faust,Große romantische Oper in drei Akten,,1816,22,True,0.8004584210079567,0.4458874458874459,1.5757575757575757,chor,9.363636363636363,3,1816,,19,22,7,12,3,,1,,46,9,3,10145,9458,1945,0,1434
39,bleibtreu-weltgericht,ger000065,Bleibtreu,0,Weltgericht,Tragödie in 2 Theilen und 5 Akten,Tragedy,1888,49,False,0.9154854731600832,0.5051020408163265,1.4948979591836735,barras|talleyrand,24.244897959183675,2,1902,1888.0,48,49,6,39,4,,1,,5,0,5,17528,16945,3914,1061,19
47,brandes-ariadne-auf-naxos,ger000048,Brandes,0,Ariadne auf Naxos,Ein Duodrama mit Musick,,1775,3,True,0.0,0.6666666666666666,1.3333333333333333,ariadne,1.3333333333333333,2,1775,,2,3,2,1,0,,1,,2,4,0,2472,1930,305,0,184
48,brandes-ino,ger000177,Brandes,0,Ino,Ein Melodrama,,1779,9,True,0.6555555555555556,0.3888888888888889,1.9444444444444444,chor,3.111111111111111,4,1779,1779.0,6,9,3,1,5,,1,1777,11,0,0,2468,2096,311,185,52
49,braun-von-braunthal-das-nachtlager-von-granada,ger000202,Braun von Braunthal,0,Das Nachtlager von Granada,Romantische Oper in zwei Aufzügen,,1834,11,True,0.8796536796536796,0.6909090909090909,1.309090909090909,jaeger|chor_der_hirten|gabriele,6.909090909090909,2,1834,,10,11,1,9,1,,1,,19,6,2,9227,8758,2556,0,1096
50,braun-von-braunthal-faust,ger000204,Braun von Braunthal,0,Faust,Eine Tragödie,Tragedy,1835,36,False,0.8225994684328017,0.238095238095238,2.2111111111111112,faust,8.333333333333334,4,,1835.0,22,36,5,24,7,,1,,31,0,5,19300,18392,2491,0,2702
