,name,id,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
24,beer-der-paria,ger000455,Beer,0,Der Paria,Trauerspiel in einem Aufzuge,Tragedy,1823,10,False,0.6157142857142857,0.4444444444444444,1.6222222222222222,benascar,4.0,3,1823,1826.0,8,10,1,6,3,,1,,13,0,0,6693,6459,674,0,892
51,brawe-brutus,ger000472,Brawe,0,Brutus,Ein Trauerspiel in fünf Aufzügen,Tragedy,1768,7,False,0.7095238095238096,0.6190476190476191,1.380952380952381,brutus,3.7142857142857135,2,1770,1768.0,6,7,0,7,0,,1,1757/1758,34,0,5,12593,12267,262,0,1873
53,brentano-die-gruendung-prags,ger000384,Brentano,0,Die Gründung Prags,Ein historisch-romantisches Drama,,1814,70,False,0.8873262538626238,0.6488612836438924,1.3511387163561075,stratka|wrschowetz|wlasta,44.77142857142857,2,,1814.0,69,71,27,38,5,,1,1812/1814,14,1,5,78035,71783,5569,0,9599
93,gehe-jessonda,ger000026,Gehe,0,Jessonda,Oper in drei Aufzügen,,1828,14,True,0.9420579420579422,0.9230769230769232,1.0769230769230769,several characters,12.0,2,1828,,13,14,6,8,0,,1,,3,3,3,5007,4909,33,0,945
118,goethe-iphigenie-auf-tauris,ger000001,Goethe,0,Iphigenie auf Tauris,Ein Schauspiel,,1787,5,False,1.0,1.0,1.0,several characters,4.0,1,1800,1787.0,4,5,1,4,0,,1,,20,11,5,15153,15042,129,0,2202
120,goethe-satyros,ger000388,Goethe,0,Satyros oder der vergötterte Waldteufel,Drama,,1773,16,False,0.8824675324675324,0.6416666666666667,1.3583333333333334,several characters,9.625,2,,1817.0,15,16,3,13,0,,1,1773,5,0,5,3119,3051,182,0,498
153,gryphius-cardenio-und-celinde,ger000538,Gryphius,0,Cardenio und Celinde oder Unglücklich Verliebete,Trauerspiel,Tragedy,1657,17,False,0.8663042839513427,0.5735294117647058,1.4411764705882353,cardenio,9.176470588235292,3,1661,1657.0,15,17,3,11,3,,1,1650,5,0,5,19774,17542,214,0,2069
154,gryphius-carolus-stuardus,ger000550,Gryphius,0,Carolus Stuardus,Trauerspiel,Tragedy,1650,55,False,0.6723076923076922,0.1124579124579124,2.5754060324825985,carol,6.072727272727272,7,1650,1657.0,15,55,14,39,2,,9,1649,32,0,5,32436,31010,234,9,2774
155,gryphius-catharina-von-georgien,ger000548,Gryphius,0,Catharina von Georgien oder Bewehrete Beständigkeit,Trauerspiel,Tragedy,1651,22,False,0.6491869241869241,0.2207792207792207,1.9090909090909087,catharina,4.636363636363637,4,1651,1657.0,13,22,9,10,3,,4,1647,30,0,5,26236,25032,265,0,2910
156,gryphius-horribilicribrifax-teutsch,ger000549,Gryphius,0,Horribilicribrifax Teutsch,Scherzspiel,Comedy,1650,21,False,0.515721844293273,0.2571428571428571,2.057142857142857,coelestina,5.142857142857143,4,1674,1663.0,9,21,7,14,0,,1,1647/1650,42,0,5,22749,20138,393,937,12
158,gryphius-papinianus,ger000551,Gryphius,0,Großmütiger Rechtsgelehrter oder Sterbender Aemilius Paulus Papinianus,Trauerspiel,Tragedy,1659,34,False,0.654640947288006,0.1354723707664884,2.302941176470588,papinianus,4.470588235294118,4,1660,1659.0,11,34,9,23,2,,4,1659,31,0,5,30217,29041,249,12,2933
200,heine-almansor,ger000284,Heine,0,Almansor,Eine Tragödie,Tragedy,1821,35,False,0.9305165815360718,0.4605042016806722,1.6067226890756303,zuleima|aly,15.657142857142857,3,1823,1821.0,30,35,4,29,2,,1,,8,1,0,13747,13527,1078,0,1815
219,hofmannsthal-der-tod-des-tizian,ger000127,Hofmannsthal,0,Der Tod des Tizian,Ein dramatisches Fragment,,1901,9,False,0.8888888888888888,0.7777777777777778,1.0,several characters,6.222222222222222,1,1901,1901.0,7,9,1,8,0,,2,1892,2,2,1,3042,2727,745,0,324
246,immermann-eudoxia,ger000167,Immermann,0,Eudoxia,Ein Epilog,,1832,12,False,0.9242424242424242,0.6212121212121212,1.378787878787879,gordon|peter,6.833333333333333,2,1835,1832.0,11,12,2,8,2,,1,,2,0,0,7052,7015,246,0,913
247,immermann-merlin,ger000004,Immermann,0,Merlin,Eine Mythe,,1832,28,False,0.7520269413126558,0.2619047619047619,2.267195767195767,artus,7.071428571428571,4,,1832.0,14,28,4,22,2,,1,1831/1832,19,0,0,22864,21686,885,7,3265
276,koerner-zriny,ger000346,Körner,0,Zriny,Ein Trauerspiel in fünf Aufzügen,Tragedy,1812,22,False,0.797830956921866,0.316017316017316,2.051948051948052,zriny,6.636363636363637,4,1812,1814.0,14,22,2,19,1,,1,1812,50,0,5,20898,20211,794,0,2857
295,kupelwieser-fierrabras,ger000438,Kupelwieser,0,Fierrabras,Heroisch-romantische Oper in drei Akten,,1897,18,True,0.828058053058053,0.4967320261437908,1.562091503267974,emma|roland|die_ritter,8.444444444444445,3,1897,,14,18,6,12,0,,1,,33,11,3,6927,6109,2147,0,780
