,name,id,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
38,bleibtreu-ein-faust-der-that,ger000322,Bleibtreu,0,Ein Faust der That,Tragödie in fünf Akten,Tragedy,1889,23,False,0.9106144225945008,0.8300395256916996,1.1699604743083003,several characters,18.26086956521739,2,,1889.0,22,23,0,22,1,,1,,5,0,5,36295,35604,3036,1401,40
54,brentano-ponce-de-leon,ger000408,Brentano,0,Ponce de Leon,Lustspiel in fünf Aufzügen,Comedy,1803,37,False,0.7644662259751774,0.2312312312312312,1.895973154362416,ponce,8.324324324324325,4,1814,1803.0,27,37,8,28,1,,2,1801,122,1,5,39319,36332,3535,1735,248
137,grabbe-napoleon,ger000378,Grabbe,0,Napoleon oder Die hundert Tage,Ein Drama in fünf Aufzügen,,1831,259,False,0.95401023816471,0.0890126006405076,2.83399137899808,chassecoeur|vitry,22.965250965250966,6,1895,1831.0,106,259,23,199,37,,4,1829/1831,25,1,5,38123,36630,3142,1851,124
184,hauptmann-florian-geyer,ger000504,Hauptmann,0,Florian Geyer,Die Tragödie des Bauernkrieges,Tragedy,1896,91,False,0.9010377613689214,0.3111111111111111,1.78021978021978,florian_geyer,28.0,3,1896,1896.0,79,91,4,87,0,,1,1894/1895,6,0,5,38387,35862,4467,1497,62
192,hebbel-genoveva,ger000327,Hebbel,0,Genoveva,Eine Tragödie in fünf Akten,Tragedy,1843,19,False,0.8425349246556678,0.4385964912280701,1.5614035087719298,golo,7.894736842105263,2,1849,1843.0,17,19,3,15,1,,1,,44,0,5,33896,33087,2804,0,4511
221,hofmannsthal-der-turm,ger000387,Hofmannsthal,0,Der Turm,Ein Trauerspiel in fünf Aufzügen,Tragedy,1924,97,False,0.9532155290880572,0.3150773195876288,1.698668384879725,julian,30.24742268041237,3,1928,1924.0,92,97,4,90,3,,1,1921/1924,7,2,5,36106,35524,7293,1168,0
302,laube-die-karlsschueler,ger000453,Laube,0,Die Karlsschüler,,,1846,14,False,0.935697635697636,0.912087912087912,1.0879120879120878,several characters,11.857142857142858,2,1846,1846.0,13,14,3,11,0,,1,1846,29,0,5,43266,30823,4805,1483,54
303,laube-gottsched-und-gellert,ger000063,Laube,0,Gottsched und Gellert,Charakterlustspiel in fünf Akten,Comedy,1845,14,False,0.9798534798534798,0.978021978021978,1.021978021978022,several characters,12.714285714285714,2,1845,1846.0,13,14,4,10,0,,1,1845,33,0,5,41579,33086,6518,1522,4
304,laube-monaldeschi,ger000254,Laube,0,Monaldeschi,Tragödie in fünf Akten,Tragedy,1841,12,False,0.8317640692640693,0.6212121212121212,1.378787878787879,brahe,6.833333333333333,2,1841,1845.0,11,12,2,10,0,,1,,68,0,5,42112,27715,3460,723,1169
353,musil-die-schwaermer,ger000475,Musil,0,Die Schwärmer,Schauspiel in drei Aufzügen,,1921,7,False,1.0,1.0,1.0,several characters,6.0,1,1929,1921.0,6,7,3,4,0,,1,1920,3,0,3,36376,34754,4373,1298,0
424,schiller-die-raeuber,ger000008,Schiller,0,Die Räuber,Ein Schauspiel,,1781,26,False,0.848139426924852,0.5169230769230769,1.4830769230769232,grimm|schwarz,12.923076923076923,2,1782,1781.0,25,26,1,24,1,,1,1779/1780,15,24,5,40879,39320,2280,1084,136
449,schnitzler-komoedie-der-verfuehrung,ger000544,Schnitzler,0,Komödie der Verführung,in drei Akten,Comedy,1924,29,False,0.8925524239183199,0.6674876847290641,1.332512315270936,ambros|max,18.689655172413797,2,1924,1924.0,28,29,12,16,1,,1,,5,0,3,40131,37993,4956,1979,0
452,schnitzler-professor-bernhardi,ger000343,Schnitzler,0,Professor Bernhardi,Komödie in fünf Akten,Comedy,1912,23,False,0.8271397333316838,0.6047430830039525,1.3952569169960474,bernhardi,13.304347826086955,2,1912,1912.0,22,23,1,22,0,,1,,5,3,5,37475,36959,2722,1665,0
499,vischer-faust,ger000064,Vischer,0,Faust,Der Tragödie dritter Teil,Tragedy,1862,68,False,0.9056648317721092,0.1927129060579455,1.9139596136962247,valentin,12.911764705882351,3,,1862.0,51,68,8,46,14,,1,,36,1,3,33840,32912,3308,156,4650
551,wolfram-faust,ger000532,Wolfram,0,Faust,Ein dramatisches Gedicht in drei Abschnitten,,1839,64,False,0.8908980419090713,0.1438492063492063,1.9080976863753212,faust,9.0625,3,,1839.0,52,64,6,31,27,,3,,26,0,0,34768,32363,864,195,3218
