name,id,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
hofmannsthal-der-unbestechliche,ger000386,Hofmannsthal,0,Der Unbestechliche,Lustspiel in fünf Akten,Comedy,1923,13,False,0.7606449106449109,0.6282051282051282,1.3717948717948718,baronin,7.538461538461538,2,1923,1924.0,12,13,7,6,0,,1,1923,39,3,5,18589,17779,3327,725,0
hofmannsthal-die-frau-im-fenster,ger000237,Hofmannsthal,0,Die Frau im Fenster,,,1898,4,False,0.75,0.5,1.0,amme|braccio|dianora,1.5,1,1898,1898.0,2,4,2,2,0,,2,1897,2,0,1,8280,7923,1335,66,844
hofmannsthal-die-frau-ohne-schatten,ger000012,Hofmannsthal,0,Die Frau ohne Schatten,Oper in drei Akten,,1919,24,True,0.8935987448859303,0.677536231884058,1.322463768115942,several characters,15.583333333333334,2,1919,1919.0,23,24,4,9,11,,1,1911/1915,3,18,3,12151,11963,3702,0,1929
hofmannsthal-elektra,ger000375,Hofmannsthal,0,Elektra,Tragödie in einem Aufzug frei nach Sophokles,Tragedy,1903,18,False,1.0,1.0,1.0,several characters,17.0,1,1903,1904.0,17,18,12,6,0,,1,1903,1,26,1,11258,11193,1492,0,1459
hofmannsthal-jedermann,ger000159,Hofmannsthal,0,Jedermann,Das Spiel vom Sterben des reichen Mannes,,1911,43,False,1.0,1.0,1.0,several characters,42.0,1,1911,1911.0,42,43,11,26,6,,1,1903/1911,1,6,1,12383,12322,876,0,1792
hofmannsthal-oedipus-und-die-sphinx,ger000300,Hofmannsthal,0,Ödipus und die Sphinx,Tragödie in drei Aufzügen,Tragedy,1906,34,False,0.9788106448112842,0.5811051693404634,1.4188948306595366,oedipus,19.176470588235293,2,1906,1906.0,33,34,4,28,2,,1,1904/1905,3,1,3,22869,22646,2357,0,3090
holtei-die-kalkbrenner,ger000331,Holtei,0,Die Kalkbrenner,Liederposse in einem Akt,Comedy,1825,8,False,0.8392857142857143,0.7857142857142857,1.2142857142857142,kotzeluch,5.5,2,1825,1828.0,7,8,2,6,0,,1,,11,0,0,6894,6368,465,197,148
holtei-ein-trauerspiel-in-berlin,ger000289,Holtei,0,Ein Trauerspiel in Berlin,Bürgerliches Drama in drei Akten,Tragedy,1832,18,False,0.8269505186171852,0.5359477124183006,1.4901960784313726,doerthe,9.11111111111111,3,1832,1838.0,15,18,4,13,1,,1,,40,0,3,19356,18186,2217,734,0
holz-ignorabimus,ger000390,Holz,0,Ignorabimus,Tragödie,Tragedy,1914,7,False,1.0,1.0,1.0,several characters,6.0,1,1927,1914.0,6,7,1,4,2,,1,,5,0,5,105637,104108,48851,3857,0
holz-jerschke-traumulus,ger000399,Holz,1,Traumulus,Tragische Komödie,Tragicomedy,1904,27,False,0.8403898786939722,0.4301994301994302,1.6894586894586894,zedlitz,11.185185185185183,3,1904,1904.0,20,27,3,24,0,,1,,5,0,5,20356,19782,3259,923,29
holz-schlaf-die-familie-selicke,ger000223,Holz,1,Die Familie Selicke,Drama in drei Aufzügen,,1890,8,False,1.0,1.0,1.0,several characters,7.0,1,1890,1890.0,7,8,3,5,0,,1,,3,1,3,18971,18524,5511,801,2
holz-sonnenfinsternis,ger000174,Holz,0,Sonnenfinsternis,Tragödie,Tragedy,1908,6,False,0.9333333333333336,0.9333333333333332,1.0666666666666669,several characters,4.666666666666667,2,1913,1908.0,5,6,1,5,0,,1,,5,0,5,56770,55594,25800,2101,0
holz-sozialaristokraten,ger000051,Holz,0,Sozialaristokraten,Komödie,Comedy,1896,16,False,0.8814178876678875,0.7333333333333333,1.2666666666666666,several characters,11.0,2,1897,1896.0,15,16,4,12,0,,1,,5,1,5,23309,22665,5009,877,10
horvath-geschichten-aus-dem-wiener-wald,ger000522,Horváth,0,Geschichten aus dem Wiener Wald,Volksstück in drei Teilen,,1931,26,False,0.8080787489032983,0.44,1.593846153846154,marianne,11.0,3,1931,1931.0,24,26,12,14,0,,1,1930/1931,15,0,0,21102,19749,4416,1293,90
horvath-kasimir-und-karoline,ger000467,Horváth,0,Kasimir und Karoline,Volksstück,,1932,17,False,0.6389865036923861,0.3455882352941176,1.8583333333333332,karoline|kasimir,5.529411764705882,4,1932,1932.0,11,17,7,9,1,,2,1931/1932,117,3,0,11943,10255,2623,754,73
houwald-die-freistatt,ger000519,Houwald,0,Die Freistatt,Ein tragisches Bild in einem Acte,Comedy,1819,4,False,0.5833333333333333,0.6666666666666666,1.3333333333333333,conrad,2.0,2,1819,1819.0,3,4,1,3,0,,1,1817,7,0,0,4731,4602,513,0,581
iffland-das-erbtheil-des-vaters,ger000015,Iffland,0,Das Erbtheil des Vaters,Ein Schauspiel in vier Aufzügen,,1802,15,False,0.8597254597254597,0.6857142857142857,1.3428571428571427,dominique_sohn|delomer,9.6,3,,1802.0,13,15,2,11,2,,1,,50,0,4,24567,24009,2194,1559,0
iffland-der-spieler,ger000303,Iffland,0,Der Spieler,Ein Schauspiel in fünf Aufzügen,,1796,20,False,0.8117457134368898,0.4789473684210526,1.5315789473684212,herr_von_wallenfeld,9.1,3,1796,1796.0,17,20,1,19,0,,1,,66,0,5,24724,24069,2572,1506,0
iffland-die-jaeger,ger000156,Iffland,0,Die Jäger,Ein ländliches Sittengemälde in fünf Aufzügen,,1785,18,False,0.8255250921917588,0.4640522875816993,1.673202614379085,anton,7.888888888888889,3,1785,1785.0,12,18,5,12,1,,1,,70,0,5,27421,26574,2076,1562,19
iffland-figaro-in-deutschland,ger000434,Iffland,0,Figaro in Deutschland,Ein Lustspiel in fünf Aufzügen,Comedy,1790,17,False,0.8514847897200838,0.6691176470588235,1.3308823529411764,baronesse|hyazinth|figaro,10.705882352941176,2,,1790.0,15,17,2,14,1,,1,,95,0,5,31210,29625,3234,2024,0
iffland-verbrechen-aus-ehrsucht,ger000235,Iffland,0,Verbrechen aus Ehrsucht,Ein Familiengemälde in fünf Aufzügen,,1784,16,False,0.6959890803640804,0.4083333333333333,1.6416666666666666,ruhberg_der_sohn,6.125,3,1784,1784.0,13,16,4,12,0,,1,,56,0,5,21711,21217,1735,1182,0
immermann-andreas-hofer,ger000312,Immermann,0,"Andreas Hofer, der Sandwirt von Passeier",Ein Trauerspiel,Tragedy,1835,39,False,0.7944855466594597,0.1390013495276653,2.251184834123223,andreas_hofer,5.282051282051282,4,1835,1865.0,23,39,4,30,5,,2,1826/1833,33,0,5,18121,17709,1026,220,1956
immermann-das-gericht-von-st-petersburg,ger000465,Immermann,0,Das Gericht von St. Petersburg,Tragödie,Tragedy,1832,39,False,0.7862692364395151,0.2348178137651821,2.1713900134952766,peter,8.923076923076923,5,1835,1832.0,26,39,4,35,0,,1,,33,0,5,20320,19752,1607,157,2456
immermann-die-bojaren,ger000463,Immermann,0,Die Bojaren,Schauspiel,,1832,59,False,0.827389457976517,0.1852717708942139,2.4149620105201635,glebof,10.745762711864408,5,1835,1832.0,32,59,3,54,2,,1,,35,0,5,17926,17407,1547,50,2481
immermann-eudoxia,ger000167,Immermann,0,Eudoxia,Ein Epilog,,1832,12,False,0.9242424242424242,0.6212121212121212,1.378787878787879,gordon|peter,6.833333333333333,2,1835,1832.0,11,12,2,8,2,,1,,2,0,0,7052,7015,246,0,913
immermann-merlin,ger000004,Immermann,0,Merlin,Eine Mythe,,1832,28,False,0.7520269413126558,0.2619047619047619,2.267195767195767,artus,7.071428571428571,4,,1832.0,14,28,4,22,2,,1,1831/1832,19,0,0,22864,21686,885,7,3265
kaiser-die-koralle,ger000545,Kaiser,0,Die Koralle,Schauspiel in fünf Akten,,1917,18,False,0.8433825615198164,0.4640522875816993,1.5359477124183007,milliardaer,7.888888888888889,2,1917,1917.0,17,18,4,14,0,,1,,5,0,5,15503,14710,2362,882,0
kaiser-die-schule-des-armen,ger000093,Kaiser,0,Die Schule des Armen oder Zwei Millionen,Original-Charakterbild mit Gesang in vier Akten,,1847,33,False,0.8842856396670398,0.2556818181818182,1.7878787878787878,christoph,8.181818181818182,3,1847,1848.0,30,33,4,28,1,,1,,41,0,4,21939,21189,2766,828,162
kaiser-stadt-und-land,ger000021,Kaiser,0,Stadt und Land oder Der Viehhändler aus Oberösterreich,Posse mit Gesang in drei Aufzügen,Comedy,1844,15,False,0.8938476338476339,0.6952380952380952,1.3047619047619048,sebastian,9.733333333333333,2,1844,1845.0,14,15,4,11,0,,1,,38,0,3,16976,16365,2259,842,110
kaltneker-das-bergwerk,ger000403,Kaltneker,0,Das Bergwerk,Ein Drama in drei Akten,,1921,56,False,0.9801063924633718,0.4461038961038961,1.1101036269430051,several characters,24.535714285714285,2,1923,1921.0,31,56,12,40,4,,2,1918,5,0,3,12081,11649,2037,684,36
kaltneker-die-opferung,ger000180,Kaltneker,0,Die Opferung,Eine Tragödie in vier Akten,Tragedy,1922,40,False,0.9622232504337768,0.4141025641025641,1.5858974358974358,der_prinz,16.15,2,1922,1925.0,39,40,5,33,2,,1,1918,4,0,4,16315,15743,2643,463,419
kannengiesser-die-vierbeinigten-philosophen,ger000543,Kannengießer,0,Die vierbeinigten Philosophen,Ein Trauerspiel in einem Act,,1802,12,False,0.8407106782106782,0.4090909090909091,1.5909090909090908,herr_von_albern,4.5,2,,1802.0,11,12,0,8,4,,1,,11,0,0,2850,2714,311,86,2
kind-der-freischuetz,ger000405,Kind,0,Der Freischütz,Romantische Oper in drei Aufzügen,,1821,23,True,0.7673428529263768,0.383399209486166,1.774703557312253,max|kaspar,8.434782608695652,4,1821,,19,23,6,12,5,,1,,20,35,3,11301,10571,2774,295,608
klabund-der-kreidekreis,ger000070,Klabund,0,Der Kreidekreis,Spiel in fünf Akten nach dem Chinesischen,,1925,22,False,0.8774092069546615,0.4329004329004329,1.567099567099567,haitang|tschang-ling,9.090909090909092,2,1925,1925.0,21,22,4,18,0,,1,,5,1,5,18584,18306,1339,565,303
klabund-xyz,ger000533,Klabund,0,XYZ,Spiel zu dreien in drei Akten,Comedy,1927,6,False,0.8666666666666667,0.7333333333333333,1.2666666666666666,y|x,3.6666666666666665,2,1927,1928.0,5,6,1,3,2,,1,1927,3,0,3,14073,13759,1754,1130,0
kleist-amphitryon,ger000437,Kleist,0,Amphitryon,Ein Lustspiel nach Molière,Comedy,1807,15,False,0.9183927183927184,0.7523809523809524,1.2476190476190476,amphitryon|sosias,10.533333333333331,2,1899,1807.0,14,15,2,12,1,,1,1803,22,1,3,18226,18050,363,0,2598
kleist-das-kaethchen-von-heilbronn,ger000208,Kleist,0,Das Käthchen von Heilbronn oder die Feuerprobe,Ein großes historisches Ritterschauspiel,,1810,61,False,0.8337145605575069,0.1683060109289617,2.010734463276836,der_graf_vom_strahl,10.098360655737704,3,1810,1810.0,46,61,8,43,10,,2,1807/1808,53,5,5,26015,24965,2703,447,1600
kleist-der-zerbrochene-krug,ger000363,Kleist,0,Der zerbrochne Krug,Ein Lustspiel,Comedy,1808,13,False,0.8383116883116882,0.6410256410256411,1.358974358974359,licht|adam|walter,7.6923076923076925,2,1808,1811.0,11,13,5,7,1,,1,1803/1806,13,12,0,16601,16417,381,0,2395
kleist-die-familie-schroffenstein,ger000049,Kleist,0,Die Familie Schroffenstein,Ein Trauerspiel in fünf Aufzügen,Tragedy,1803,29,False,0.8662617703436304,0.4285714285714285,1.6009852216748768,eustache,12.0,3,1804,1803.0,24,29,7,21,1,,1,1802,13,2,5,23425,23027,1593,0,3513
kleist-die-hermannsschlacht,ger000078,Kleist,0,Die Hermannsschlacht,Ein Drama,,1808,84,False,0.810206460394366,0.1098680436029833,2.583476764199656,hermann,9.11904761904762,4,1860,1821.0,44,84,7,70,7,,1,1808,53,3,5,22130,21182,2201,0,2872
kleist-penthesilea,ger000152,Kleist,0,Penthesilea,Ein Lustspiel nach Molière,Comedy,1808,84,False,0.8931706439744057,0.140275387263339,2.283132530120482,prothoe,11.642857142857142,5,1876,1808.0,55,84,61,22,1,,1,1806/1807,24,4,0,24821,24478,1736,0,3491
kleist-prinz-friedrich-von-homburg,ger000362,Kleist,0,Prinz Friedrich von Homburg,Ein Schauspiel,,1810,43,False,0.8365740036145791,0.2225913621262458,1.85823754789272,der_prinz_von_homburg,9.348837209302326,3,1821,1821.0,31,43,6,35,2,,2,1809/1810,36,5,5,18573,17631,2920,0,2118
klemm-der-auf-den-parnass-versetzte-gruene-hut,ger000330,Klemm,0,Der auf den Parnaß versetzte grüne Hut,Ein Lustspiel in drey Aufzügen,Comedy,1767,7,False,1.0,1.0,1.0,several characters,6.0,1,1767,1767.0,6,7,2,5,0,,1,1767,36,0,3,12592,12304,265,614,6
klingemann-faust,ger000110,Klingemann,0,Faust. Ein Trauerspiel in fünf Acten,Ein Trauerspiel in fünf Acten,Tragedy,1812,20,False,0.743970588235294,0.2631578947368421,1.7894736842105263,faust,5.0,3,1812,1815.0,18,20,2,15,3,,1,,43,0,5,19631,18537,4580,0,2369
klinger-das-leidende-weib,ger000497,Klinger,0,Das leidende Weib,Ein Trauerspiel,Tragedy,1775,27,False,0.6931264209041984,0.2564102564102564,2.1623931623931623,franz,6.666666666666667,4,,1775.0,13,27,9,16,2,,1,,33,0,5,16076,15789,444,732,8
klinger-die-neue-arria,ger000103,Klinger,0,Die neue Arria,Ein Schauspiel,,1776,19,False,0.7927852848905481,0.3508771929824561,1.783625730994152,julio|solina,6.315789473684211,3,,1776.0,13,19,6,13,0,,1,1775,17,0,5,23726,23512,744,811,48
klinger-die-zwillinge,ger000190,Klinger,0,Die Zwillinge,Ein Trauerspiel in fünf Aufzügen,Tragedy,1776,8,False,0.8750000000000001,0.75,1.25,grimaldi,5.25,2,1776,1776.0,7,8,2,5,1,,1,,21,2,5,17733,17498,462,637,16
klinger-prinz-seiden-wurm-der-reformator,ger000498,Klinger,0,Prinz Seiden-Wurm der Reformator oder die Kron-Kompetenten,Ein moralisches Drama aus dem fünften Theil des Orpheus,,1780,34,False,0.8805463971872641,0.4206773618538324,1.910873440285205,prinz_seiden-wurm|minister_bim,13.882352941176473,4,,1780.0,22,34,4,26,4,,1,1779,34,0,5,14127,13614,900,393,91
klinger-simsone-grisaldo,ger000443,Klinger,0,Simsone Grisaldo,Ein Schauspiel in fünf Akten,,1776,20,False,0.8235067954920897,0.4947368421052631,1.5421052631578946,grisaldo,9.4,3,,1776.0,18,20,4,16,0,,1,,16,0,5,26778,26499,1049,917,10
klinger-sturm-und-drang,ger000053,Klinger,0,Sturm und Drang,Ein Schauspiel,,1777,13,False,0.7814130314130315,0.6410256410256411,1.3974358974358974,wild,7.6923076923076925,3,1777,1777.0,11,13,5,8,0,,1,1776,37,4,5,17747,17417,923,782,0
klopstock-der-tod-adams,ger000013,Klopstock,0,Der Tod Adams,Ein Trauerspiel,Tragedy,1757,11,False,0.9393939393939392,0.7272727272727273,1.2727272727272727,seth|adam,7.272727272727272,2,,1757.0,10,11,5,5,1,,1,1753/1756,20,0,3,7100,6126,251,186,0
klopstock-hermanns-schlacht,ger000345,Klopstock,0,Hermanns Schlacht,Ein Bardiet für die Schaubühne,,1769,53,False,0.8884058165079889,0.3113207547169811,1.6944847605224964,brenno,16.18867924528302,3,,1769.0,51,53,6,47,0,,1,1766/1767,14,0,0,23253,22345,1093,695,650
kobell-der-roaga,ger000290,Kobell,0,Der Roaga [Reiher],,,1847,4,False,1.0,1.0,1.0,several characters,3.0,1,1847,1868.0,3,4,1,3,0,,1,1847,5,0,0,3775,3683,484,90,158
koerner-die-braut,ger000520,Körner,0,Die Braut,"Ein Lustspiel in Alexandrinern, in einem Aufzuge",Comedy,1812,3,False,0.0,0.6666666666666666,1.3333333333333333,sohn,1.3333333333333333,2,1812,1813.0,2,3,1,2,0,,1,1811,9,0,0,5056,4876,207,0,564
koerner-zriny,ger000346,Körner,0,Zriny,Ein Trauerspiel in fünf Aufzügen,Tragedy,1812,22,False,0.797830956921866,0.316017316017316,2.051948051948052,zriny,6.636363636363637,4,1812,1814.0,14,22,2,19,1,,1,1812,50,0,5,20898,20211,794,0,2857
kotzebue-der-freimaurer,ger000487,Kotzebue,0,Der Freimaurer,Lustspiel in Einem Act,Comedy,1817,4,False,0.8333333333333333,0.8333333333333334,1.1666666666666667,karoline|graf,2.5,2,1817,1818.0,3,4,1,3,0,,1,,10,0,0,4531,4463,73,0,572
kotzebue-der-hyperboreische-esel,ger000188,Kotzebue,0,"Der Hyperboreische Esel, oder Die heutige Bildung",Ein drastisches Drama und philosophisches Lustspiel für Jünglinge / In einem Aufzuge,Comedy,1799,6,False,1.0,1.0,1.0,several characters,5.0,1,1799,1799.0,5,6,2,4,0,,1,,12,0,0,7212,5612,242,321,0
kotzebue-der-schutzgeist,ger000485,Kotzebue,0,Der Schutzgeist,Eine dramatische Legende in sechs Akten nebst einem Vorspiel,,1814,28,False,0.6553803339517624,0.1428571428571428,2.502645502645503,adelheid,3.857142857142857,5,1814,1814.0,16,28,5,21,2,,1,,52,0,7,24976,24124,1776,0,3404
kotzebue-der-wirrwarr,ger000494,Kotzebue,0,"Der Wirrwarr, oder der Muthwillige",Eine Posse in fünf Akten,Comedy,1801,10,False,0.7920634920634921,0.6222222222222222,1.3777777777777778,fritz,5.6,2,1801,1803.0,9,10,4,6,0,,1,,50,0,5,18601,18022,1608,1343,0
kotzebue-die-beiden-klingsberg,ger000281,Kotzebue,0,Die beiden Klingsberg,Ein Lustspiel in vier Akten,Comedy,1801,13,False,0.7399322899322899,0.4615384615384615,1.564102564102564,graf,5.538461538461538,3,,1801.0,11,13,6,7,0,,1,,54,0,4,20117,19587,1520,1280,4
kotzebue-die-deutschen-kleinstaedter,ger000225,Kotzebue,0,Die deutschen Kleinstädter,Ein Lustspiel in vier Akten,Comedy,1802,13,False,0.8637362637362637,0.6666666666666666,1.3333333333333333,frau_staar,8.0,2,1802,1803.0,12,13,5,7,1,,1,,53,1,4,18025,17479,1058,1160,21
kotzebue-die-indianer-in-england,ger000057,Kotzebue,0,Die Indianer in England,Lustspiel in drei Aufzügen,Comedy,1789,14,False,0.915007215007215,0.7472527472527473,1.2637362637362637,liddy|kaberdar|samuel,9.714285714285714,3,1789,1790.0,12,14,3,11,0,,1,1788,43,0,3,23188,22649,1891,1153,0
kotzebue-die-spanier-in-peru,ger000490,Kotzebue,0,"Die Spanier in Peru, oder: Rollas Tod",Ein romantisches Trauerspiel in fünf Aufzügen,Tragedy,1794,49,False,0.8707500730388147,0.1879251700680272,2.264455782312925,rolla,9.020408163265309,4,1794,1796.0,24,49,12,35,2,,1,,49,0,5,22312,21045,1869,1530,20
kotzebue-graf-benjowsky,ger000488,Kotzebue,0,"Graf Benjowsky, oder: die Verschwörung auf Kamtschatka",Ein Schauspiel in fünf Aufzügen,,1794,32,False,0.8240909966494785,0.3608870967741935,1.6834677419354838,benjowsky,11.1875,3,1794,1795.0,29,32,2,30,0,,1,,34,0,5,24844,24195,2922,1834,20
kotzebue-maedchenfreundschaft,ger000486,Kotzebue,0,"Mädchenfreundschaft, oder der türkische Gesandte",Ein Lustspiel in einem Akt,Comedy,1805,8,False,0.9285714285714286,0.8928571428571429,1.1071428571428572,several characters,6.25,2,1805,1805.0,7,8,5,3,0,,1,,14,0,0,4412,4151,485,270,0
kotzebue-menschenhass-und-reue,ger000142,Kotzebue,0,Menschenhaß und Reue,Schauspiel in fünf Aufzügen,,1788,12,False,0.768001443001443,0.6363636363636364,1.3636363636363635,der_major,7.0,2,1788,1790.0,11,12,4,8,0,,1,,51,1,5,24335,23659,1754,1117,0
kotzebue-pagenstreiche,ger000495,Kotzebue,0,Pagenstreiche,Eine Posse in fünf Aufzügen,Comedy,1803,16,False,0.8683441558441559,0.7916666666666666,1.2083333333333333,deborah|baron,11.875,2,1803,1804.0,15,16,5,11,0,,1,,66,0,5,22205,21227,2353,1391,69
kotzebue-sultan-wampum,ger000491,Kotzebue,0,"Sultan Wampum, oder: die Wünsche",Ein orientalisches Scherzspiel mit Gesang in drei Aufzügen,Comedy,1791,11,False,0.8301587301587303,0.5272727272727272,1.4727272727272729,wampum,5.2727272727272725,2,1791,1794.0,10,11,1,8,2,,1,,36,0,3,13134,12591,1065,520,330
kotzebue-ueble-laune,ger000484,Kotzebue,0,Üble Laune,Ein Schauspiel in vier Akten,,1797,15,False,0.8310678210678212,0.3619047619047619,1.7428571428571429,ulrike|der_geheimderath,5.066666666666666,3,1797,1799.0,11,15,2,13,0,,1,,45,0,4,22071,21642,1833,1686,14
kraus-die-letzten-tage-der-menschheit,ger000480,Kraus,0,Die letzten Tage der Menschheit,Tragödie in fünf Akten mit Vorspiel und Epilog,Tragedy,1919,925,False,0.8619446928874884,0.029074529074529,2.502374061252672,several characters,26.864864864864863,8,1964,1919.0,158,925,93,802,30,,120,1915/1922,220,2,5,186504,172517,15083,5537,2342
kraus-traumstueck,ger000529,Kraus,0,Traumstück,,,1923,11,False,1.0,1.0,1.0,several characters,10.0,1,1924,1923.0,10,11,0,2,9,,1,1922,1,0,0,2927,2755,150,0,475
krueger-die-candidaten,ger000320,Krüger,0,Die Candidaten oder Die Mittel zu einem Amte zu gelangen,Ein Lustspiel in fünf Handlungen,Comedy,1747,10,False,0.8026984126984127,0.6888888888888889,1.3111111111111111,johann|der_graf,6.2,2,1747,1748.0,9,10,3,7,0,,1,,50,0,5,24673,24325,793,524,6
krueger-die-geistlichen-auf-dem-lande,ger000173,Krüger,0,Die Geistlichen auf dem Lande,Ein Lustspiel in drey Handlungen,Comedy,1743,9,False,0.8915343915343915,0.8333333333333334,1.1666666666666667,peter|frau_von_birkenhayn|herr_von_roseneck,6.666666666666667,2,,1743.0,8,9,4,5,0,,1,,31,0,3,25326,25020,774,698,2
kupelwieser-fierrabras,ger000438,Kupelwieser,0,Fierrabras,Heroisch-romantische Oper in drei Akten,,1897,18,True,0.828058053058053,0.4967320261437908,1.562091503267974,emma|roland|die_ritter,8.444444444444445,3,1897,,14,18,6,12,0,,1,,33,11,3,6927,6109,2147,0,780
kurz-prinzessin-pumphia,ger000144,Kurz,0,Prinzessin Pumphia,Eine Parodie in lächerlichen Versen,Comedy,1767,14,False,0.9068027210884354,0.4395604395604395,1.3103448275862069,kulican,5.714285714285714,2,,1767.0,10,14,2,10,2,,2,,31,0,3,11992,10317,2792,0,1059
lachmann-salome,ger000537,Lachmann,0,Salome,Drama in einem Aufzuge,,1905,17,True,0.9169467787114846,0.6544117647058824,1.3455882352941178,erster_soldat|jochanaan,10.470588235294118,2,1905,1905.0,16,17,2,15,0,,1,,4,0,0,6253,6144,475,259,0
larronge-hasemanns-toechter,ger000402,L'Arronge,0,Hasemann's Töchter,Volksstück in 4 Akten,,1879,19,False,0.8264393501235606,0.4502923976608187,1.6257309941520468,emilie,8.105263157894736,3,,1879.0,15,19,8,11,0,,1,,61,1,4,24051,23363,2678,1258,30
larronge-mein-leopold,ger000197,L'Arronge,0,Mein Leopold,Volksstück in 3 Akten,,1873,28,False,0.8197061102689146,0.3333333333333333,1.7065527065527066,minna,9.0,3,1873,1876.0,22,28,7,20,1,,2,,61,1,6,23623,22813,4301,1239,68
lasker-schueler-die-wupper,ger000468,Lasker-Schüler,0,Die Wupper,Schauspiel in fünf Aufzügen,,1909,58,False,0.9122296535684632,0.455535390199637,1.5468844525105867,mutter_pius,25.96551724137931,3,1919,1909.0,56,58,16,38,4,,1,,6,1,5,16781,12128,6021,979,0
lassalle-franz-von-sickingen,ger000287,Lassalle,0,Franz von Sickingen,Eine historische Tragödie,Tragedy,1859,64,False,0.8239651229081375,0.1274801587301587,2.7018849206349205,franz,8.03125,6,1969,1859.0,35,64,4,59,1,,1,1857/1858,39,0,5,43701,42299,4159,2,5669
laube-die-karlsschueler,ger000453,Laube,0,Die Karlsschüler,,,1846,14,False,0.935697635697636,0.912087912087912,1.0879120879120878,several characters,11.857142857142858,2,1846,1846.0,13,14,3,11,0,,1,1846,29,0,5,43266,30823,4805,1483,54
laube-gottsched-und-gellert,ger000063,Laube,0,Gottsched und Gellert,Charakterlustspiel in fünf Akten,Comedy,1845,14,False,0.9798534798534798,0.978021978021978,1.021978021978022,several characters,12.714285714285714,2,1845,1846.0,13,14,4,10,0,,1,1845,33,0,5,41579,33086,6518,1522,4
laube-monaldeschi,ger000254,Laube,0,Monaldeschi,Tragödie in fünf Akten,Tragedy,1841,12,False,0.8317640692640693,0.6212121212121212,1.378787878787879,brahe,6.833333333333333,2,1841,1845.0,11,12,2,10,0,,1,,68,0,5,42112,27715,3460,723,1169
laube-struensee,ger000389,Laube,0,Struensee,Tragödie in fünf Akten,Tragedy,1844,8,False,1.0,1.0,1.0,several characters,7.0,1,1844,1846.0,7,8,2,6,0,,1,,44,0,5,31564,22516,4561,994,0
laufs-jacoby-pension-schoeller,ger000069,Laufs,1,Pension Schöller,Posse in drei Aufzügen,Comedy,1890,20,False,0.8365715656892126,0.5684210526315789,1.4526315789473685,kissling,10.8,3,1890,1890.0,18,20,7,13,0,,1,,36,2,3,15730,15376,1970,919,0
lautensack-die-pfarrhauskomoedie,ger000024,Lautensack,0,Die Pfarrhauskomödie,Carmen Sacerdotale / Drei Szenen,Comedy,1911,4,False,1.0,1.0,1.0,several characters,3.0,1,1920,1911.0,3,4,2,2,0,,1,,3,0,0,10949,10030,3865,617,0
lautensack-hahnenkampf,ger000432,Lautensack,0,Hahnenkampf,Eine Komödie in sechs Szenen,Comedy,1908,17,False,0.8860340639752403,0.6838235294117647,1.3161764705882353,apotheker,10.941176470588236,2,,1908.0,16,17,5,11,1,,1,,6,0,0,11588,11198,2837,465,14
lautensack-medusa,ger000263,Lautensack,0,Medusa,Aus den Papieren eines Mönches,,1904,7,False,1.0,1.0,1.0,several characters,6.0,1,,1904.0,6,7,4,3,0,,1,,1,0,0,5410,4828,1030,242,0
leisewitz-der-besuch-um-mitternacht,ger000447,Leisewitz,0,Der Besuch um Mitternacht,,,1774,3,False,1.0,1.0,1.0,der_fuerst|der_geist|der_kammerherr,2.0,1,,1774.0,2,3,0,2,1,,1,,1,0,0,455,441,36,13,0
leisewitz-die-pfandung,ger000260,Leisewitz,0,Die Pfandung,,,1774,2,False,0.0,1.0,1.0,die_frau|der_mann,1.0,1,,1774.0,1,2,1,1,0,,1,,1,0,0,408,394,23,18,0
leisewitz-julius-von-tarent,ger000050,Leisewitz,0,Julius von Tarent,Ein Trauerspiel,Tragedy,1776,16,False,0.560763888888889,0.25,2.066666666666667,julius,3.75,4,1776,1776.0,9,16,5,11,0,,1,,36,4,5,17213,16885,860,508,0
lenz-der-englaender,ger000423,Lenz,0,Der Engländer,Eine dramatische Phantasei,,1776,11,False,0.90981240981241,0.6363636363636364,1.3636363636363635,robert,6.363636363636363,2,,1776.0,10,11,2,9,0,,1,1775/1776,6,1,5,6077,5847,932,155,14
lenz-der-hofmeister,ger000338,Lenz,0,Der Hofmeister oder Vorteile der Privaterziehung,Eine Komödie,Comedy,1774,24,False,0.7637022699522701,0.2246376811594203,1.9671361502347415,geheimer_rat,5.166666666666667,4,1778,1774.0,14,24,9,15,0,,2,1771/1772,35,2,5,25385,24798,1682,656,0
lenz-der-neue-menoza,ger000400,Lenz,0,Der neue Menoza oder Geschichte des cumbanischen Prinzen Tandi,Eine Komödie,Comedy,1774,23,False,0.7388128779433127,0.3359683794466403,1.9209486166007903,graf,7.391304347826087,4,1963,1774.0,13,23,5,16,2,,1,1773,36,1,5,18731,18143,1415,702,1
