,name,id,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
5,anzengruber-der-meineidbauer,ger000054,Anzengruber,0,Der Meineidbauer,Volksstück mit Gesang in drei Akten,,1871,22,False,0.8339703226066862,0.2597402597402597,2.038961038961039,vroni,5.454545454545454,4,1871,1871.0,14,22,10,12,0,,1,,26,1,3,24560,23650,2756,556,73
6,anzengruber-der-pfarrer-von-kirchfeld,ger000337,Anzengruber,0,Der Pfarrer von Kirchfeld,Volksstück mit Gesang in vier Akten,,1870,22,False,0.778463455736183,0.4025974025974026,1.748917748917749,schulmeister,8.454545454545455,3,1870,1871.0,18,22,3,14,5,,1,1869,26,1,4,22589,21372,2473,626,68
14,avenarius-faust,ger000278,Avenarius,0,Faust,Ein Spiel,,1919,95,False,0.9516021045030358,0.148488241881299,1.81531393568147,faust,13.957894736842103,3,,1919.0,77,95,6,79,10,,2,,12,1,5,26474,25654,3543,94,3008
29,benedix-doctor-wespe,ger000502,Benedix,0,Doctor Wespe,Lustspiel in fünf Aufzügen,Comedy,1842,12,False,0.8151455026455025,0.6666666666666666,1.3484848484848484,theudelinde|thekla,7.333333333333333,3,1842,1844.0,10,12,5,7,0,,1,1841,51,0,9,23310,22847,1656,1326,25
34,birch-pfeiffer-in-der-heimath,ger000268,Birch-Pfeiffer,0,In der Heimath,Original-Schauspiel in fünf Acten,,1865,18,False,0.8290388623721956,0.5294117647058824,1.522875816993464,rose,9.0,3,1865,1865.0,15,18,8,10,0,,1,,39,0,5,25238,24493,4202,861,0
40,blumenthal-im-weissen-roessl,ger000165,Blumenthal,1,Im weißen Rößl,Lustspiel in drei Aufzügen,Comedy,1898,36,False,0.8939895618607304,0.5555555555555556,1.415126050420168,leopold,19.444444444444443,3,1898,1898.0,33,36,13,23,0,,2,,38,0,3,23477,22514,3154,1270,32
67,cronegk-der-misstrauische,ger000068,Cronegk,0,Der Mißtrauische,Ein Lustspiel in fünf Aufzügen,Comedy,1760,7,False,1.0,1.0,1.0,several characters,6.0,1,1766,1760.0,6,7,2,5,0,,1,,35,0,5,25767,25499,883,749,0
77,eichendorff-der-letzte-held-von-marienburg,ger000255,Eichendorff,0,Der letzte Held von Marienburg,Trauerspiel,Tragedy,1830,55,False,0.8261051701693765,0.2626262626262626,1.8545454545454545,heinrich_von_plauen,14.181818181818182,3,1831,1830.0,41,55,6,49,0,,1,,18,0,5,24596,24026,2330,73,2863
80,ertler-anna-iwanowna,ger000420,Ertler,0,Anna Iwanowna,Ein Schauspiel in drei Akten und einem Vorspiel als Oper vertont von Konrad Steckl,,1920,23,False,0.9263484798953908,0.8260869565217391,1.173913043478261,several characters,18.17391304347826,2,1920,1920.0,22,23,2,20,1,,1,1918/1919,4,0,3,24745,22937,6523,1113,23
88,fouque-sigurds-rache,ger000470,Fouqué,0,Sigurds Rache,Ein Heldenspiel in sechs Abentheuren,,1810,50,False,0.8797835618639249,0.3640816326530612,1.6555102040816327,gudruna,17.84,3,,1810.0,44,50,8,41,1,,1,,11,0,6,22288,21664,1008,0,3042
91,freytag-graf-waldemar,ger000233,Freytag,0,Graf Waldemar,Schauspiel in fünf Akten,,1848,19,False,0.8370854120080127,0.5555555555555556,1.4444444444444444,waldemar,10.0,2,1848,1850.0,18,19,5,14,0,,1,1847,7,0,5,22794,22520,1528,785,0
92,ganghofer-der-herrgottschnitzer-von-ammergau,ger000376,Ganghofer,0,Der Herrgottschnitzer von Ammergau,Volksschauspiel in 5 Aufzügen,,1880,22,False,0.7918212838385933,0.5454545454545454,1.4761904761904765,loisl,11.454545454545457,3,1880,1880.0,19,22,7,15,0,,1,,47,0,5,23977,23286,2535,949,100
95,gellert-die-zaertlichen-schwestern,ger000326,Gellert,0,Die zärtlichen Schwestern,Ein Lustspiel in drei Aufzügen,Comedy,1747,8,False,0.9285714285714284,0.8571428571428571,1.1428571428571428,siegmund|lottchen|simon,6.0,2,1747,1747.0,7,8,2,6,0,,1,,53,1,3,23295,22530,411,609,0
104,goethe-der-grosskophta,ger000198,Goethe,0,Der Großkophta,Ein Lustspiel in fünf Aufzügen,Comedy,1791,32,False,0.8150439636580311,0.219758064516129,1.8459657701711487,domherr|der_ritter,6.8125,3,1791,1792.0,21,32,6,24,2,,2,,37,1,5,23618,23047,2130,897,16
111,goethe-egmont,ger000442,Goethe,0,Egmont,Ein Trauerspiel in fünf Aufzügen,Tragedy,1788,31,False,0.859848708066677,0.3655913978494624,1.648648648648649,egmont,10.96774193548387,3,1789,1788.0,24,31,3,26,2,,2,1775/1787,13,14,5,25839,25545,1133,820,30
122,goethe-torquato-tasso,ger000082,Goethe,0,Torquato Tasso,Ein Schauspiel,,1790,5,False,1.0,1.0,1.0,several characters,4.0,1,1807,1790.0,4,5,2,3,0,,1,1780/1789,24,7,5,25603,25445,260,0,3476
128,gottschedin-das-testament,ger000220,Gottsched,0,Das Testament,Ein deutsches Lustspiel in fünf Aufzügen,Comedy,1745,12,False,0.8282407407407408,0.6363636363636364,1.393939393939394,fraeulein_amalie,7.0,3,,1745.0,10,12,3,9,0,,1,,39,1,5,24529,24023,1682,1111,0
130,gottschedin-die-pietisterey-im-fischbein-rocke,ger000462,Gottsched,0,Die Pietisterey im Fischbein-Rocke oder Die Doctormäßige Frau,,Comedy,1736,16,False,0.8219246031746033,0.4416666666666666,1.5583333333333331,frau_glaubeleichtin,6.625,2,,1736.0,15,16,8,8,0,,1,,40,1,5,24032,21891,460,1032,18
132,grabbe-don-juan-und-faust,ger000209,Grabbe,0,Don Juan und Faust,Eine Tragödie in vier Akten,Tragedy,1829,21,False,0.9502100840336134,0.638095238095238,1.3904761904761904,faust,12.761904761904765,3,1829,1829.0,18,21,2,14,5,,1,1829,11,2,4,23458,23218,1462,33,3395
135,grabbe-kaiser-friedrich-barbarossa,ger000517,Grabbe,0,Kaiser Friedrich Barbarossa,Eine Tragödie in fünf Akten,Tragedy,1829,82,False,0.862663828740171,0.2818428184281842,1.8145137006925625,kaiser_friedrich,22.82926829268293,3,1875,1829.0,71,82,3,72,7,,1,1829,12,0,5,22949,22460,2094,57,3150
145,grillparzer-ein-bruderzwist-in-habsburg,ger000121,Grillparzer,0,Ein Bruderzwist in Habsburg,Trauerspiel in fünf Aufzügen,Tragedy,1848,44,False,0.8476657598031914,0.2780126849894291,1.831923890063425,klesel|leopold,11.954545454545457,3,1872,1872.0,30,44,1,41,2,,1,1848,12,1,5,25676,25287,3271,0,3205
148,grillparzer-libussa,ger000512,Grillparzer,0,Libussa,Trauerspiel in fünf Aufzügen,Tragedy,1848,32,False,0.9150249841695198,0.5705645161290323,1.4294354838709675,libussa,17.6875,2,1874,1872.0,31,32,12,20,0,,1,1825/1848,15,0,5,22259,21733,2451,0,2808
155,gryphius-catharina-von-georgien,ger000548,Gryphius,0,Catharina von Georgien oder Bewehrete Beständigkeit,Trauerspiel,Tragedy,1651,22,False,0.6491869241869241,0.2207792207792207,1.9090909090909087,catharina,4.636363636363637,4,1651,1657.0,13,22,9,10,3,,4,1647,30,0,5,26236,25032,265,0,2910
